Unit,PlantGroup,Specie,Tto,DroughtNum,Sp,Specie_number,tto_number,ST,Pot,PotN,pH,rootN,rootC,leafN,leafC,soilN,soilC,WSA,shootmass,LDMC,SLA,rootmass,diameter,RTD,SRL,SRSA,PathogensOLD,SaprotrophsOLD,MutualistsOLD,MIXOLD,S_Patho,S_Sapro,S_Mutual,PCo1_Patho,PCo2_Patho,PCo1_Sapro,PCo2_Sapro,PCo1_Mutual_EMF,PCo2_Mutual_EMF,PCo1_Mutual,PCo2_Mutual,SpecieY,Pathogens2,Saprotrophs2,Mutualists2,S_ALL,PCo1_ALL_EMF,PCo2_ALL_EMF,PCo1_ALL,PCo2_ALL,Speciex,Ttox,Phylog_1,Phylog_2,Phylog_3,Phylog_4,CP1_leaft,CP2_leaft,CP1_soilprop,CP2_soilprop,CP1_root,CP2_root,ID_phase1
,Legume,L_Vicia,Drought,1,Vicia,12,1000,Vicia_Drought,140m,140,6.58,23.06,379.12,39.85,458.22,0.63,7.43,41.44,1752.6,223.28,305.69,453.58,0.4,406.67,1.93,0.24,39.62900506,16.69477234,21.41652614,22.25969646,12,15,7,-0.064902999,-0.042423315,-0.010638911,0.001112432,0.004986355,0.010332093,0.00526,0.00949,L_Vicia,9.245901639,3.895081967,4.996721311,126,0.00311,-0.01641,0.00312,-0.01656,L_Vicia,Drought,90.30458006,-123.7594517,32.79987761,26.2411868,1.64,-1.42,-0.37,-0.08,-1.88,-1.22,
,Herbs,H_Hypericum,Control,0,Hypericum,13,500,Hypericum_Control,141m,141,6.6,5.05,399.21,24.25,487.48,0.66,8.46,43.57,3292.1,146.3,354.92,1037.7,0.35,212.4,4.88,0.54,56.03351955,13.8547486,14.69273743,15.41899441,6,16,4,-0.028415728,-0.007065363,-0.01854725,-0.002303643,0.001999523,0.020510728,0.00208,0.02028,H_Hypericum,4.780202365,4.352445642,3.516983151,109,0.00276,-0.00634,0.00277,-0.00643,H_Hypericum,Control,78.76518446,-54.28315215,1.594750959,-13.70980177,1.23,-1.08,0.07,0.1,-0.11,-0.39,
,Herbs,H_Hypericum,Control,0,Hypericum,13,500,Hypericum_Control,142m,142,6.7,5.89,393.31,19.31,421.64,0.74,9.67,19.83,2351.1,174.4,383.18,2413.367,0.37,345.15,2.76,0.32,30.37766831,16.74876847,38.36891078,14.50465244,7,9,7,-0.03698006,0.01021663,-0.007367887,-0.002651569,0.00464097,-0.023696861,0.00503,-0.02661,H_Hypericum,7.440675694,4.102426599,9.398042633,105,0.00241,-0.01362,0.00241,-0.01377,H_Hypericum,Control,78.76518446,-54.28315215,1.594750959,-13.70980177,0.01,-0.65,0.86,-0.52,-0.48,0.24,
,Herbs,H_Hypericum,Control,0,Hypericum,13,500,Hypericum_Control,143m,143,6.73,5.73,378.28,27.04,482.64,0.73,8.08,53.85,2165.7,152.68,423.18,1422.48,0.26,271.49,7.08,0.57,18.66235167,29.61165049,22.43797195,29.28802589,7,15,6,-0.0111781,0.007178043,-0.017646725,-0.003990813,-0.001241775,-0.008200497,-0.00118,-0.01039,H_Hypericum,4.485932841,7.117852975,5.393491508,110,0.00177,-0.01027,0.00177,-0.01038,H_Hypericum,Control,78.76518446,-54.28315215,1.594750959,-13.70980177,1.17,-1.4,0.18,0.9,0.24,-0.35,
,Herbs,H_Hypericum,Control,0,Hypericum,13,500,Hypericum_Control,144m,144,6.88,11.33,331.05,35.53,392.73,0.66,7.01,41.94,3013.2,62.03,832.56,419.98,0.3,366.05,3.81,0.36,9.980744544,11.26444159,9.980744544,68.77406932,7,17,5,-0.002574147,0.032180574,-0.021159478,-0.001433631,0.006024225,0.019283473,0.00633,0.01898,H_Hypericum,4.06323491,4.585837471,4.06323491,109,0.00321,-0.00871,0.00322,-0.0088,H_Hypericum,Control,78.76518446,-54.28315215,1.594750959,-13.70980177,0.83,-0.33,-0.4,0.86,-0.54,-0.75,
,Herbs,H_Hypericum,Control,0,Hypericum,13,500,Hypericum_Control,145m,145,6.83,7.97,348.13,24.24,489.28,0.64,7.91,36.52,2559.9,157.34,364.97,2341.4,0.25,296.22,6.76,0.54,17.73612112,9.084354722,43.61932228,29.56020187,7,17,7,-0.018814309,0.00043176,-0.019285439,-0.010186019,0.000471773,-0.018140801,0.00048,-0.0208,H_Hypericum,3.130966018,1.603665521,7.700140003,115,0.0004,-0.01386,0.00039,-0.01399,H_Hypericum,Control,78.76518446,-54.28315215,1.594750959,-13.70980177,1.13,-1.32,-0.15,0.51,0.29,-0.21,
,Herbs,H_Hypericum,Drought,1,Hypericum,13,1000,Hypericum_Drought,146m,146,6.86,8.19,438.31,16.81,387.66,0.64,7,43.4,1426.7,187.42,325.42,1768.373,0.26,302.51,6.25,0.51,9.963293131,76.92711064,1.782905087,11.32669114,3,14,3,-0.004766271,0.024373469,-0.026505387,-0.01103159,-0.008411611,-0.012900452,-0.00911,-0.01597,H_Hypericum,2.471383975,19.08168574,0.442247659,82,0.00026,-0.00647,0.00025,-0.0056,H_Hypericum,Drought,78.76518446,-54.28315215,1.594750959,-13.70980177,-0.69,-0.56,-0.48,0.86,-0.19,-0.31,
,Herbs,H_Hypericum,Drought,1,Hypericum,13,1000,Hypericum_Drought,147m,147,6.84,7.75,439.21,15.46,437.8,0.61,6.31,38.15,1485.8,197.59,230.66,2060.193,0.35,420.81,2.46,0.27,28.26622843,14.7082991,30.23829088,26.78718159,6,11,4,-0.00880732,0.021764963,-0.002810926,-0.000319336,0.000246479,0.017215379,0.00021,0.01678,H_Hypericum,4.405173518,2.292226918,4.712511205,104,0.00101,-0.01203,0.001,-0.01213,H_Hypericum,Drought,78.76518446,-54.28315215,1.594750959,-13.70980177,-0.2,-1.03,-0.81,0.57,-0.88,0.16,
,Herbs,H_Hypericum,Drought,1,Hypericum,13,1000,Hypericum_Drought,148m,148,6.48,7.69,410.71,18.75,465.28,0.64,7.08,16.5,1435,191.72,267.27,3053.88,0.3,206.99,6.77,0.64,48.05624483,20.67824648,20.92638544,10.33912324,7,11,4,-0.019052221,0.009622633,-0.007113109,-0.00153459,-0.000195154,0.020347148,-0.0003,0.02007,H_Hypericum,7.406935237,3.187149414,3.225395207,90,0.00216,-0.00642,0.00216,-0.00652,H_Hypericum,Drought,78.76518446,-54.28315215,1.594750959,-13.70980177,0.32,-1.36,-0.37,-1.4,0.24,-0.07,
,Herbs,H_Hypericum,Drought,1,Hypericum,13,1000,Hypericum_Drought,149m,149,6.87,7.76,447.06,16.86,469.99,0.67,8.07,11.48,1871.1,200.3,320.37,2898.013,0.33,296.64,4.03,0.41,41.05392157,11.45833333,34.55882353,12.92892157,9,10,6,-0.076032428,-0.044304616,-0.009468642,-0.001100306,0.001771694,0.01596399,0.00182,0.01545,H_Hypericum,8.774227344,2.448926139,7.386066003,105,0.0013,-0.01635,0.0013,-0.01651,H_Hypericum,Drought,78.76518446,-54.28315215,1.594750959,-13.70980177,0.32,-1.26,0.1,-0.37,-0.42,0.14,
,Herbs,H_Hypericum,Drought,1,Hypericum,13,1000,Hypericum_Drought,150m,150,7,8.24,425.89,17.81,455.34,0.63,6.25,29.79,2316.3,200.18,236.15,2784.413,0.37,397.29,2.3,0.27,59.48771563,12.44119185,11.23889179,16.83220073,6,13,5,-0.031209338,-0.015989902,-0.008786738,0.000458278,0.001173796,0.018663238,0.00115,0.01815,H_Hypericum,5.764430019,6.752497054,2.72738805,89,0.00254,-0.00231,0.00255,-0.00238,H_Hypericum,Drought,78.76518446,-54.28315215,1.594750959,-13.70980177,0.29,-0.98,-0.72,0.72,-0.81,0.32,
,Grasses,G_F.rubra,Control,0,F.rubra,14,500,F.rubra_Control,151m,151,6.5,5.97,366.38,9.36,397.58,0.72,7.66,47.5,4799.7,216.22,134.5,3596.58,0.3,118.54,11.8,1.12,62.18152866,13.69426752,8.200636943,15.92356688,8,18,5,-0.004769991,0.006566926,-0.018294162,-0.006360915,-3.43E-05,0.024822766,-0.0001,0.02477,G_F.rubra,10.7828248,2.374706613,1.422062681,121,-0.00013,-0.01278,-0.00015,-0.0129,G_F.rubra,Control,-167.7403367,1.256116584,2.11543501,5.521279888,-0.49,0.45,0.02,-0.07,1.32,-0.12,
,Grasses,G_F.rubra,Control,0,F.rubra,14,500,F.rubra_Control,152m,152,6.66,4.71,366.82,7.26,412.25,0.73,7.48,33.14,8727.3,627.77,43.37,6525.68,0.21,230.51,12.78,0.83,18.58924396,39.12704599,6.664068589,35.61964147,11,38,8,0.017896018,-0.056670202,-0.000407145,-0.015586077,-0.004309616,0.002957457,-0.00472,0.00145,G_F.rubra,6.095846645,12.83067093,2.185303514,191,-0.00821,-0.00093,-0.0083,-0.00097,G_F.rubra,Control,-167.7403367,1.256116584,2.11543501,5.521279888,0.19,1.53,0.05,-0.16,1.49,0.95,
,Grasses,G_F.rubra,Control,0,F.rubra,14,500,F.rubra_Control,153m,153,6.68,4.41,356.77,6.11,407.27,0.6,7.1,49.22,5986.6,385.69,57.47,7708.28,0.19,220.31,15.48,0.94,18.82898062,43.51305813,10.0673968,27.59056445,10,40,5,0.01399835,0.017624373,0.014209638,0.00196466,0.004262396,0.019763638,0.00438,0.01927,G_F.rubra,5.661811273,13.08423053,3.027232426,192,-0.00065,0.00884,-0.00067,0.00886,G_F.rubra,Control,-167.7403367,1.256116584,2.11543501,5.521279888,-0.39,0.75,-0.62,0.54,1.9,1.22,
,Grasses,G_F.rubra,Control,0,F.rubra,14,500,F.rubra_Control,154m,154,6.53,7.16,414.55,13.66,387.01,0.59,7.13,78.62,3611.9,374.84,103.12,3706.667,0.2,170.79,17.88,1.15,18.96383187,37.34115347,13.53861193,30.15640274,8,39,7,-0.005208949,0.025206327,0.001046422,-0.002450448,0.002290272,0.020583693,0.00234,0.02028,G_F.rubra,4.985224207,9.816266221,3.559038931,189,0.00067,0.00077,0.00066,0.00073,G_F.rubra,Control,-167.7403367,1.256116584,2.11543501,5.521279888,-0.53,0.15,-0.76,1.25,1.4,-0.18,
,Grasses,G_F.rubra,Control,0,F.rubra,14,500,F.rubra_Control,155m,155,6.5,5.8,475.45,8.95,416.26,0.65,7.79,36.86,4983.7,269.69,177.15,4218.7,0.15,205.69,28,1.31,17.41518578,49.07915994,7.819063005,25.68659128,9,35,9,0.003583633,0.017332119,0.010422146,-0.005047185,-0.007158946,-0.014136557,-0.00774,-0.01635,G_F.rubra,6.983674527,19.68126458,3.135527339,152,-0.00134,0.00825,-0.00137,0.00822,G_F.rubra,Control,-167.7403367,1.256116584,2.11543501,5.521279888,-0.28,0.32,-0.17,-0.5,1.66,0.03,
,Grasses,G_F.rubra,Drought,1,F.rubra,14,1000,F.rubra_Drought,156m,156,6.27,4.85,378.29,5.77,419.36,0.58,6.8,18.3,4494.1,348.75,105.67,4933.333,0.19,209.36,17.64,1.03,23.28767123,41.80618975,6.341958397,28.56418062,9,39,5,-0.017423093,0.010814982,0.019932723,0.000228889,-0.002229553,0.025074086,-0.00247,0.02504,G_F.rubra,5.874072178,10.54517533,1.599692859,176,6.00E-05,0.00676,4.00E-05,0.00678,G_F.rubra,Drought,-167.7403367,1.256116584,2.11543501,5.521279888,-0.53,0.18,-0.7,-1.98,1.62,0.38,
,Grasses,G_F.rubra,Drought,1,F.rubra,14,1000,F.rubra_Drought,157m,157,6.38,5.2,412.92,5.25,323.71,0.62,7.16,20,3376.3,341.61,171.75,4258.2,0.17,272.34,16.62,0.88,19.06077348,43.09392265,8.232044199,29.61325967,11,44,9,-0.000681268,0.00857022,0.00895217,-0.004876701,-0.008873474,-0.03530505,-0.00951,-0.03865,G_F.rubra,4.448742747,10.05802708,1.92134107,211,-0.0038,4,-0.00386,0.00397,G_F.rubra,Drought,-167.7403367,1.256116584,2.11543501,5.521279888,-1.83,0.8,-0.43,-1.56,1.19,0.3,
,Grasses,G_F.rubra,Drought,1,F.rubra,14,1000,F.rubra_Drought,158m,158,6.42,5.04,372.63,8.18,431.09,0.59,7.08,29.71,4689.9,417.91,144.2,3792.9,0.22,192.09,14.06,0.96,21.14673243,43.03329223,4.562268804,31.25770654,10,39,5,0.003995398,0.018972082,-0.00152997,-0.001347622,-0.003772369,0.023714512,-0.00414,0.02342,G_F.rubra,4.336283186,8.824273072,0.935524652,166,-0.00074,0.0001,-0.00077,0.00011,G_F.rubra,Drought,-167.7403367,1.256116584,2.11543501,5.521279888,-0.21,0.09,-0.6,-1.05,1.32,0.07,
,Grasses,G_F.rubra,Drought,1,F.rubra,14,1000,F.rubra_Drought,159m,159,6.39,5.9,414.33,5.99,412.15,0.69,7.73,27.63,3568.7,306.77,82.43,3825.08,0.2,244.92,12.36,0.8,32.47816594,27.51091703,8.515283843,31.49563319,11,28,7,0.029743101,0.014434241,-0.013940862,-0.009002472,-0.005372338,-0.013405406,-0.00582,-0.01622,G_F.rubra,7.583482029,6.423655366,1.98827428,177,-0.00209,-0.0004,-0.00212,-0.00044,G_F.rubra,Drought,-167.7403367,1.256116584,2.11543501,5.521279888,-0.75,-0.04,-0.01,-1.21,0.92,0.15,
,Grasses,G_F.rubra,Drought,1,F.rubra,14,1000,F.rubra_Drought,160m,160,6.51,5.15,372.09,5.32,409.65,0.64,6.98,60.31,4584.4,390.77,62.7,5622.567,0.21,214,13.38,0.89,11.55143339,67.39741428,3.372681282,17.67847105,9,48,7,0.017949051,0.021720672,0.005320761,0.003266071,-0.004757988,0.008580256,0.00522,0.0071,G_F.rubra,5.152958877,30.06519559,1.504513541,203,-0.00163,0.00556,-0.00167,0.00557,G_F.rubra,Drought,-167.7403367,1.256116584,2.11543501,5.521279888,-0.65,0.31,-0.55,0.45,1.44,0.62,
,Herbs,H_Galium,Control,0,Galium,15,500,Galium_Control,161m,161,6.34,8.14,307.94,15.24,368.88,0.63,7.05,27.22,3228.2,178.74,187.97,1614.18,0.2,315.13,9.68,0.62,18.49427169,36.04746318,7.037643208,38.42062193,12,44,5,0.005589641,0.009024228,-0.009302171,-0.007485152,0.00147592,0.017325975,0.00148,0.01686,H_Galium,5.834516587,11.37214406,2.220214276,223,-0.0057,-0.00063,-0.00576,-0.00061,H_Galium,Control,84.5113187,44.16246317,3.325779029,-9.119017629,-0.7,0.2,-0.46,-1.4,0.59,-0.5,
,Herbs,H_Galium,Control,0,Galium,15,500,Galium_Control,162m,162,6.44,8.8,309.35,18,324.2,0.64,8.1,26.44,2642.9,161.78,235.9,807.967,0.34,366.18,2.95,0.32,11.25,45,0,43.75,1,3,0,-0.004393395,0.015517564,-0.014755023,-0.010529233,-0.005436444,0.022184183,-0.00594,0.02169,H_Galium,3.658536585,14.63414634,0,18,0.00025,0.00091,0.00024,0.00085,H_Galium,Control,84.5113187,44.16246317,3.325779029,-9.119017629,-1.13,0.44,-0.06,-1.1,-0.46,-0.44,
,Herbs,H_Galium,Control,0,Galium,15,500,Galium_Control,163m,163,6.83,5.93,304.26,17.29,397.76,0.62,6.86,29.01,3388.5,204.64,184.88,1479.5,0.25,335.13,5.9,0.47,12.41588156,31.35935397,2.01884253,54.20592194,9,36,6,0.006434658,0.017009614,-0.021311226,-0.020593424,-0.006384401,0.004603689,-0.00698,0.00276,H_Galium,4.692268566,11.85147508,0.762970498,177,-0.00616,0.00035,-0.00623,0.00034,H_Galium,Control,84.5113187,44.16246317,3.325779029,-9.119017629,-0.22,-0.07,-0.55,0.18,0.32,-0.27,
,Herbs,H_Galium,Control,0,Galium,15,500,Galium_Control,164m,164,6.51,7.46,387.31,17.35,423.03,0.62,7.27,36.47,3083,222.36,172.77,1292.967,0.21,312.46,9.16,0.61,13.75262055,71.32075472,1.132075472,13.79454927,9,43,5,0.030127896,0.012346916,0.008888295,-0.012234615,-0.005147641,0.02165213,-0.00564,0.02108,H_Galium,4.250907206,22.04510109,0.34992224,183,-0.00636,0.00553,-0.00643,0.00556,H_Galium,Control,84.5113187,44.16246317,3.325779029,-9.119017629,0.02,-0.42,-0.45,-0.5,0.27,-0.5,
,Herbs,H_Galium,Control,0,Galium,15,500,Galium_Control,165m,165,6.17,5.55,337.58,11.75,407.78,0.78,8.54,16.53,7911,178.85,192.74,1683,0.29,213.76,7.07,0.65,12.64505802,40.25610244,7.843137255,39.25570228,12,38,9,0.033490254,-0.045991565,0.018762689,0.001550502,-0.004852594,0.010459293,-0.00538,0.00905,H_Galium,4.021891307,12.80386916,2.494590811,173,-0.00155,0.01259,-0.00157,0.01261,H_Galium,Control,84.5113187,44.16246317,3.325779029,-9.119017629,0.29,1.27,0.64,-2.31,1.71,2.59,
,Herbs,H_Galium,Drought,1,Galium,15,1000,Galium_Drought,166m,166,6.46,6.99,406.56,11.13,403.8,0.55,5.92,11.2,2180.1,177.74,148.22,1296.767,0.42,398.33,1.83,0.24,9.101316543,35.71837436,8.81511162,46.36519748,10,29,7,8.33E-05,0.00955055,-0.020801844,-0.006334427,-0.001445938,-0.014806279,-0.00152,-0.01769,H_Galium,2.004285894,7.865876718,1.941258036,157,-0.00026,-0.00287,-0.00028,-0.00292,H_Galium,Drought,84.5113187,44.16246317,3.325779029,-9.119017629,-0.74,-0.43,-1.07,-1.7,-1.05,0.03,
,Herbs,H_Galium,Drought,1,Galium,15,1000,Galium_Drought,167m,167,6.65,6.46,449.15,11.46,396.23,0.78,7.05,32.29,3046.1,266.95,103.65,2797.88,0.23,283.71,8.58,0.62,20.38057086,29.74461693,18.77816725,31.09664497,10,33,6,0.007481335,0.030031618,-0.000763747,-0.001229694,-0.00307255,-0.012623639,-0.00332,-0.01513,H_Galium,5.192651187,7.578463894,4.784383771,169,-5.00E-05,0.00221,-7.00E-05,0.00218,H_Galium,Drought,84.5113187,44.16246317,3.325779029,-9.119017629,-0.66,-0.1,0.09,-0.23,0.26,0,
,Herbs,H_Galium,Drought,1,Galium,15,1000,Galium_Drought,168m,168,6.56,7.18,390.57,9.96,415.77,0.56,5.97,25.58,1775.8,208.99,164.53,1686.873,0.27,378.5,4.76,0.4,11.92860253,67.5228559,3.482803657,17.06573792,8,25,4,0.006153742,-0.006832714,-0.018857011,-0.010663747,-0.003388867,0.022175018,-0.00372,0.02183,H_Galium,3.497574674,19.79831504,1.021189686,132,-0.00359,-0.00747,-0.00363,-0.00752,H_Galium,Drought,84.5113187,44.16246317,3.325779029,-9.119017629,-0.75,-0.66,-1.07,-0.81,-0.24,-0.13,
,Herbs,H_Galium,Drought,1,Galium,15,1000,Galium_Drought,169m,169,6.4,8.94,442.93,15.04,416.49,0.66,7.64,24.05,3251,192.77,145.42,948.98,0.39,491.13,1.75,0.21,14.41404655,36.50469579,6.165781952,42.9154757,9,30,6,0.034802815,0.020946339,0.018351528,-0.004762442,-0.000454102,0.025475438,-0.00055,0.02548,H_Galium,4.410845933,11.17081095,1.886792453,150,-0.0026,0.01318,-0.00263,0.0132,H_Galium,Drought,84.5113187,44.16246317,3.325779029,-9.119017629,-0.17,-0.27,-0.13,-1.32,-1.37,-0.05,
,Herbs,H_Galium,Drought,1,Galium,15,1000,Galium_Drought,170m,170,6.4,6.67,402.88,9.72,348.86,0.78,7.79,28.03,3156.7,256.66,135.22,3224.8,0.24,268.21,7.94,0.61,22.87897065,44.91355046,5.388017692,26.8194612,12,41,5,0.021465094,-0.009544399,0.011066264,-0.00360636,-0.002001403,0.023832562,-0.00222,0.02373,H_Galium,7.182529664,14.09997475,1.691492047,202,-0.00396,0.00279,-0.00402,0.00284,H_Galium,Drought,84.5113187,44.16246317,3.325779029,-9.119017629,-1.3,0.43,0.35,-1.16,0.43,0.07,
,Grasses,G_Poa,Control,0,Poa,16,500,Poa_Control,171m,171,6.42,4.93,413.05,11.39,405.19,0.66,6.95,15.03,3903.8,269.46,207.31,3534.88,0.17,208.67,20.5,1.11,12.73568125,58.69797225,5.47847741,23.08786909,14,46,10,0.138026172,-0.045756609,0.056237932,0.012787215,-0.016959712,-0.053633781,-0.01814,-0.05709,G_Poa,4.576834569,21.09434927,1.968805932,215,-0.01343,0.02384,-0.01356,0.02397,G_Poa,Control,-167.3543212,1.24545044,2.08882949,5.427488519,-0.43,0.08,-0.33,-1.64,1.51,-0.05,
,Grasses,G_Poa,Control,0,Poa,16,500,Poa_Control,172m,172,6.45,6.41,402.12,12.63,417.97,0.58,5.86,10.97,3977.7,335,148.63,3134.6,0.15,142.23,39.35,1.86,30.35199077,22.56203116,18.92671668,28.1592614,8,30,8,-0.040483943,-0.055454107,-0.036568131,-0.002471428,-0.005872392,-0.045691719,-0.00608,-0.04957,G_Poa,6.803777002,5.057560471,4.242659423,137,0.00208,-0.01496,0.00209,-0.01508,G_Poa,Control,-167.3543212,1.24545044,2.08882949,5.427488519,-0.19,-0.04,-0.98,-1.74,2.59,-0.61,
,Grasses,G_Poa,Control,0,Poa,16,500,Poa_Control,173m,173,6.43,6.34,408.21,11.02,338.73,0.78,6.69,16.15,4246.3,314.67,134.95,3124.2,0.16,115.66,42.12,2.14,19.37229437,30.79004329,9.74025974,40.0974026,9,37,13,0.013647495,0.009508415,-0.010413105,0.000899363,-0.00960857,-0.082689247,-0.00893,-0.08333,G_Poa,4.533941236,7.206180344,2.279635258,182,-0.00533,-0.00977,-0.0054,-0.00975,G_Poa,Control,-167.3543212,1.24545044,2.08882949,5.427488519,-1.15,0.86,0.03,-1.57,2.96,-0.72,
,Grasses,G_Poa,Control,0,Poa,16,500,Poa_Control,174m,174,6.38,5.59,365.25,8.68,412.08,0.77,6.81,6.9,4569.1,294.44,172.11,4167.7,0.2,146.06,21.77,1.37,21.77726926,53.43249428,3.775743707,21.01449275,7,25,6,0.014941349,0.020807021,0.010341076,-0.006919038,-0.008120829,0.014876416,-0.00884,0.01354,G_Poa,7.37821424,18.1031141,1.279235043,129,-0.00217,0.0081,-0.0022,0.00809,G_Poa,Control,-167.3543212,1.24545044,2.08882949,5.427488519,-0.41,0.24,0.06,-2.09,2.05,-0.08,
,Grasses,G_Poa,Control,0,Poa,16,500,Poa_Control,175m,175,7.08,5.55,428.75,16.02,511.29,0.62,6.37,69.34,7626.6,389.02,115.19,5540,0.18,141.97,26.41,1.53,21.82461659,38.81242627,3.381832481,35.98112466,6,30,4,0.010474811,0.005396303,0.001281915,-0.019253589,-0.002126903,0.025992122,-0.00235,0.02592,G_Poa,7.184466019,12.77669903,1.113268608,127,-0.00347,0.00937,-0.00352,0.00936,G_Poa,Control,-167.3543212,1.24545044,2.08882949,5.427488519,1.69,0.1,-0.85,2.56,2.27,0.27,
,Grasses,G_Poa,Drought,1,Poa,16,1000,Poa_Drought,176m,176,5.94,6.44,324.09,19.08,412.49,0.82,7.18,26.99,3022.2,355.03,181.34,1104.28,0.17,178.58,25.84,1.35,45.23305085,27.68361582,9.745762712,17.33757062,12,38,5,0.00723687,-0.017140588,-0.010608819,-0.003490736,0.004272335,0.022471991,0.0045,0.02242,G_Poa,5.70531751,15.38362506,3.502538071,190,0.00183,-0.00088,0.00184,-0.0009,G_Poa,Drought,-167.3543212,1.24545044,2.08882949,5.427488519,0,-0.35,0.29,-2.63,1.82,-1,
,Grasses,G_Poa,Drought,1,Poa,16,1000,Poa_Drought,177m,177,6.7,5.36,361.45,9.76,358.06,0.69,7.06,27.79,4213.9,356.36,88.07,3854.117,0.19,147.65,23.23,1.41,22.0784821,40.40534713,7.072013799,30.44415696,14,49,7,-0.009623688,-0.026244925,0.022261307,0.007038959,-0.001938264,0.012634173,-0.00216,0.01173,G_Poa,6.568313021,12.02052598,2.103912765,244,-0.00499,0.0074,-0.00505,0.00747,G_Poa,Drought,-167.3543212,1.24545044,2.08882949,5.427488519,-1.01,0.66,-0.22,-0.26,2.12,-0.18,
,Grasses,G_Poa,Drought,1,Poa,16,1000,Poa_Drought,178m,178,6.63,6.2,441.25,6.85,403.32,0.79,7.11,39.58,2218.4,439.07,130.75,2962.2,0.18,140.23,26.78,1.55,16.61303298,41.87449718,10.49879324,31.01367659,11,46,8,0.016679239,0.029294679,-0.000768559,-0.003492599,-0.002680483,-0.014569579,-0.00289,-0.01723,G_Poa,5.235801217,13.19726166,3.308823529,222,-0.00268,0.00804,-0.00271,0.00809,G_Poa,Drought,-167.3543212,1.24545044,2.08882949,5.427488519,-1.02,-0.37,0.13,0,1.92,-0.5,
,Grasses,G_Poa,Drought,1,Poa,16,1000,Poa_Drought,179m,179,6.56,5.14,330.47,11.37,420.74,0.67,7.45,56.55,2515.5,291.55,225.34,2507.78,0.18,144.39,25.94,1.5,18.32146871,54.88947171,4.083926564,22.70513301,20,61,10,0.074869747,-0.038807704,0.013100013,0.008246611,-0.006736775,-0.041419232,-0.00702,-0.04588,G_Poa,6.372165754,19.09043524,1.420380506,320,-0.01128,0.00864,-0.01139,0.00891,G_Poa,Drought,-167.3543212,1.24545044,2.08882949,5.427488519,-0.48,-0.5,-0.27,0.47,2.25,-0.6,
,Grasses,G_Poa,Drought,1,Poa,16,1000,Poa_Drought,180m,180,6.82,7.79,374.35,16.76,452.88,0.56,6.09,22.51,2442.2,329.06,76.88,1499.18,0.18,169.22,23.56,1.32,14.421096,53.48166461,3.996703749,28.10053564,11,40,6,0.010896441,0.002523935,0.016471483,0.002219087,-0.002603517,0.025028562,-0.00287,0.02494,G_Poa,4.644990046,17.22627737,1.287325813,206,-0.00339,0.01211,-0.00343,0.0122,G_Poa,Drought,-167.3543212,1.24545044,2.08882949,5.427488519,0.22,-0.91,-1.01,-0.13,1.55,-0.94,
,Herbs,H_Silene,Control,0,Silene,17,500,Silene_Control,181m,181,6.41,5.39,411.84,21.11,396.23,0.32,2.18,55.33,4195.4,131.84,213.37,4905.667,0.42,484.21,1.51,0.2,20.73330423,30.77258839,10.30117852,38.19292885,14,44,8,-0.007107319,-0.069312266,0.001667063,0.006681587,0.006566936,-0.016977346,0.00709,-0.01972,H_Silene,6.146480331,9.122670807,3.053830228,218,-0.00093,-0.0082,-0.00096,-0.0082,H_Silene,Control,83.21905571,28.48247445,-95.77317819,23.43552895,0.14,0.15,-3.33,-0.18,-0.71,1.3,
,Herbs,H_Silene,Control,0,Silene,17,500,Silene_Control,182m,182,6.82,4.26,416.59,15.38,364.51,0.76,6.65,72.59,4795.7,95.74,408.21,5928.067,0.62,664.51,0.51,0.1,23.02231237,24.69574037,24.44219067,27.83975659,18,44,7,-0.006015389,-0.02357466,-0.016332235,0.004919107,-0.001607292,0.015892926,-0.00181,0.01522,H_Silene,5.840730735,6.265277242,6.200952013,218,0.00033,-0.00845,0.00033,-0.00851,H_Silene,Control,83.21905571,28.48247445,-95.77317819,23.43552895,-0.48,0.72,-0.25,1.9,-1.51,2.21,
,Herbs,H_Silene,Control,0,Silene,17,500,Silene_Control,183m,183,6.67,7.83,372.97,21.52,335.69,0.66,7.44,23.98,1895.3,100.82,211.29,2948.4,0.43,514.14,1.32,0.18,15.24628616,33.62001564,7.271305708,43.86239249,4,14,4,-0.014190508,-0.027081073,-0.0294194,-0.014239571,-0.010446202,-0.040366024,-0.01119,-0.04458,H_Silene,2.497118709,5.506466897,1.190933538,77,-0.00278,-0.01723,-0.00281,-0.01737,H_Silene,Control,83.21905571,28.48247445,-95.77317819,23.43552895,-0.9,0.06,-0.2,-0.5,-1.02,0.64,
,Herbs,H_Silene,Control,0,Silene,17,500,Silene_Control,184m,184,6.47,4.89,402.37,23.76,400.94,0.59,6.99,24.93,4726.7,118.86,140.74,3428.513,0.54,509.1,0.86,0.14,32.75766017,27.57660167,8.52367688,31.14206128,9,34,8,-0.012765413,0.025589695,-0.000635208,0.00723596,-0.006405933,-0.034175971,-0.00682,-0.0376,H_Silene,7.462875999,6.282523163,1.941870796,169,0.00118,0.00557,0.00188,0.00555,H_Silene,Control,83.21905571,28.48247445,-95.77317819,23.43552895,0.45,0.24,-0.61,-1.09,-1.31,1.11,
